ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
6728f65fec80dfe542ff83a9a7c19aa3d48844b9a852057c539d6085e8c051ee,https://www.snap.com/political-ads/asset/031679890e5e8c67b75c39d67722524e49d6255e5bf9e32bfac0b620735adfa4?mediaType=png,USD,69,23917,2019/11/19 17:10:56Z,2020/02/01 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NY State of Health,,18-34,united states,,,,,,,,,"11368,11355,11220,11373,11385,11377,11226,11354,10467,11237,10458,11221,11372,10468,11214,10452,11550,10456,10472,10453,11717,10457,10031,11230,10977,11206,11435,10032,11208,11236,11207,11212,10466,11211,11235,11213,11432,11233,11218,11219,10029,11223,11203,10573,10462,10701,11419,10460,11706,11204,11234,11369,10459,11225,10469,11746,11216,10454,11421,10705,11229,10033,11418,10801,10455,10463,10002,11691,11520,12550,10027,11420,11358,11590,10451,11433,11209,10461,11210,11103,11722,11434,10562,10025,10009,10035,10040,11232,10314,10034,10473,11106,11772,10550,11365,11102,11222,11378,10940,11238,11901,11201,10304,11104,11553,12601,11356,11374,11375,11215,11105,11701,11417,11416,11412,11003,11224,11580,11205,10030,11413,11357,11367,11423,11364,12180,10606,14850,10026,14527,11757,10305,10566,14609,10465,10301,14621,12401,10039,10952,10024,11228,11542,11379,13501,14215,11361,11101,10310,11704,14094,10003,11561,11040,11370,11429,11575,11801,10704,11422,10805,14701,13021,10303,10011,10023,13208,11217,11554,11946,10475,10019,13760,14225,10302,13440,10028,11436,13601,10591,11050,11967,11726,11950,12203,10509,10306,12590,11231,11510,11427,13126,10128,12901,10016,10703,10474,10950,10549,14207,13654,14837,10523,11096,10927,12701,11951",,,,,,Provided by Advertiser,en,,,,web_view_url:https://nystateofhealth.ny.gov/?utm_medium=EN_18-34_G_REACH_ALL&utm_source=Snapchat&utm_campaign=OpenEnrollment2020
fb6d10d7784de932d8d4e80449cc28ad90467a2eaaada4c86ceffa69236e2d88,https://www.snap.com/political-ads/asset/6fcf8e70b0690c182e8b3fcad40f512578f75c1df3708fe59f248505520a3ef3?mediaType=mp4,USD,678,522001,2020/01/01 15:03:02Z,2020/02/01 07:59:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.ourraceagainsttime.org/story-ruby-balloon/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_prospecting_ruby_balloon_lookalike_his
5c9d2843ccda408d508ebb4f78bf7538ef57c863c6e9eb1c05d0601db7836de4,https://www.snap.com/political-ads/asset/f534f3872b2ee40f9bfb7d2bb67030a5f28480d316d48f44b2c27adfb7285e07?mediaType=mp4,EUR,2,4570,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
866de1930bdc1d61270c5a03c1a57dfd475fd4b19cc69437831c0ad518998e44,https://www.snap.com/political-ads/asset/db88c762bb1456fbf67368f65564aa062a7f9a21633efdfcbc163fd2b80b1f25?mediaType=mp4,EUR,0,1120,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Donegal,Galway,Leitrim,Longford,Mayo,Roscommon,Sligo,Westmeath",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
cd400c3072bc42c3ff86430c2a70465a5faaa9f5a9cb95e92dd6b433b965f8fc,https://www.snap.com/political-ads/asset/162d73fb628c50dec28456ce3a88649b4688ed4467af87cb1c7ac7e692dbc190?mediaType=mp4,USD,503,280257,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues/?utm_source=snapchat&utm_medium=video&utm_campaign=kitchen_table&utm_content=42s
62bfd5b7cce18fad621516f2f91817817bc40cc03e8e485528e7c242e74b0e08,https://www.snap.com/political-ads/asset/425480056ebf64821d94839afef4c72785b68ff0616ed142d24728ad84c84336?mediaType=mp4,EUR,0,805,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
3b081970a8b4ffab178aa4d1685aa91dbba0fa7acfa7f2def7ca3b2da4f98f08,https://www.snap.com/political-ads/asset/788b8c2aa5259bc3873428bedb41935c3de19669416a3a17de2af865a910f33c?mediaType=mp4,GBP,18,18880,2020/01/21 12:48:49Z,2020/03/02 07:59:59Z,Republic of Media Ltd.,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",,Scottish Government,,16-24,united kingdom,,,,,"latitude 56.78120018038726;longitude -4.287511715387666;radius 100.0,latitude 57.32171550315462;longitude -2.418608752380237;radius 85.86,latitude 55.51943446788195;longitude -3.4927427040261705;radius 58.31,latitude 55.10155935962584;longitude -4.442367333596138;radius 60.15,latitude 55.83574454246647;longitude -2.4876021261947585;radius 23.42,latitude 56.080161847032315;longitude -2.8813614784165793;radius 54.27,latitude 55.78079022250972;longitude -4.63869497268675;radius 64.56,latitude 55.5023252578392;longitude -2.413099749062013;radius 9.83,latitude 58.113564814053944;longitude -4.522493797329133;radius 100.0,latitude 58.12173011298961;longitude -6.601857126173002;radius 37.38,latitude 59.008553059263335;longitude -2.9179367020813345;radius 55.74",,,,,,,,,,Provided by Advertiser,,,,,
5a343dba64fb10c395d1eb1db3fbdc9d91bc53f3d59a1378f8bf5b0cf096b05c,https://www.snap.com/political-ads/asset/551dfcd029dfa90b87510d4f9034587354459722c8f6b7d3f418c5a2f194a611?mediaType=mp4,EUR,0,1022,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Clare,Cork,Kerry,Limerick",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
ef7401b39abdc556e7fb2540d94b35abe733b5031537df4da80ec12f98297049,https://www.snap.com/political-ads/asset/4adf9ba638c24651ce69515f950246e48c97553a9fd884f2ad39fa689bfebadb?mediaType=jpeg,USD,4106,4443333,2020/01/04 20:55:49Z,,Marud Khan,US,Donald Trump,Albbiom Marketing LLC,,,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v4/
ffbc85b547176eae3872396314fe85f7692b541a9d792b9ece6ab1c5dbde0680,https://www.snap.com/political-ads/asset/41e838cc4dc2f1e69abbea67281583324801c34bda4237c0a4c9416a79af8c0a?mediaType=png,USD,0,119,2020/01/18 17:16:21Z,,RxB Marketing Agency,"4850 Libby Court,North Port,34287,US",,Unicorn Politics,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.gu-ecom.com/J687RSN/2175MQG/
795faae3409e51e342d45cf525b273d9dd367864998424643ad037bc5d523b13,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,346,36169,2020/01/23 17:00:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
9e59ff143e68b0a91437d8a201598722981002cc647223096707af88488b8df3,https://www.snap.com/political-ads/asset/f9f6309e713adbe9a92f38ffb0c7c86f460a7288df49ebd9139d0e15df0239e3?mediaType=mp4,USD,484,237386,2020/01/03 16:15:19Z,2020/01/01 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,17+,united states,South Carolina,,,,,,,,,,,,"Urban & Hip-Hop Music Fans,TV Network Viewers (BET)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues?utm_source=Snapchat&utm_medium=Video&utm_campaign=InMyHeart_30s
ce67838b7054735b456a4f4a54dbc485b265479d1216069cbe02a118bc6e9a20,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,1020,107035,2020/01/23 17:00:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,"Music Fans,Concert Venues",,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1324
ef6289e325cabbe81e5b3a38f12b75dddf09b4f321a91cb89baad0be456779ac,https://www.snap.com/political-ads/asset/6fcf8e70b0690c182e8b3fcad40f512578f75c1df3708fe59f248505520a3ef3?mediaType=mp4,USD,323,171113,2020/01/01 15:03:02Z,2020/02/01 07:59:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,,,,,,"Advocates & Activists,Philanthropists",,,,,,,web_view_url:https://www.ourraceagainsttime.org/story-ruby-balloon/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_prospecting_ruby_balloon_affinity
6913f1be2986d3d9512015117817dbc9f43424a3546d662bacab05497b7ad5de,https://www.snap.com/political-ads/asset/6bd1158a250dbc1e4e3553bf380a623094fbcd04041c8b0e7915a10a5c78b32a?mediaType=mp4,EUR,10,20315,2020/01/13 14:17:32Z,2020/01/13 23:59:59Z,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",SpunOut,SpunOut.ie,,16-25,ireland,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/what-think-politics-politicians-parties?utm_source=snapchat&utm_medium=social&utm_campaign=callout
8bf44ca19e97826c8ec9fd6fb65fc9a1a098f997d5b3979464e9a4263fdc4e08,https://www.snap.com/political-ads/asset/c4a8ad571ad4843c9e1a5e625f4bc24de62d2be45bc1a7b4facee2d5d7c84d62?mediaType=mp4,USD,530,385541,2020/01/01 15:03:02Z,2020/02/01 07:59:59Z,Ciceron Inc,"126 N. 3rd Street,Minneapolis,55401,US",,Be the Match,,18-39,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.ourraceagainsttime.org/story-alfredo/?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=ourtime&utm_content=national_prospecting_alfredo_lookalike_afa
f842906d6ec2e61a52a1ccd95c7d8624755d5673287a4adf1af0bf5e6453ee7e,https://www.snap.com/political-ads/asset/c4a50e878cdcda5d0bd6c76994cbbc3c4f5d28c7f0764841605c492436df3397?mediaType=mp4,EUR,8,16750,2020/01/13 14:17:32Z,2020/01/13 23:59:59Z,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",SpunOut,SpunOut.ie,,16-25,ireland,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/what-think-politics-politicians-parties?utm_source=snapchat&utm_medium=social&utm_campaign=callout
32a919ac294ae39e57a8eb44b5985d09bc3f440c0007c7a51787fd1cb9b17bde,https://www.snap.com/political-ads/asset/406d593e4e336d85bbc5e023ed7a6c1fe4ba70ef14a95ee1570731f19fe181f0?mediaType=mp4,USD,515,308969,2020/01/10 21:48:51Z,,Better US Now,US,,Better US Now,,22+,united states,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://iamamerica2020.com/freetrumpcoin
a926158499cd8aa5b3eeaf7aa9d379375f111ce0acb9d35f549bf7abbab5637d,https://www.snap.com/political-ads/asset/2bd76e3379c48a43e69a93c9e1566a018e0754d522b5bac0485a42ca321c7a9a?mediaType=mp4,USD,4258,2547913,2020/01/08 15:00:00Z,2020/02/01 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1824
3b0844bb920f319f8ea94fdb9cacec533e9ee216f34dbc334fc79c8fb4356c9a,https://www.snap.com/political-ads/asset/eabfc4ee94120052a883489c1e58824b2af0e2b331b6114f8c56363dff74e589?mediaType=mp4,EUR,0,978,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
298819edfc923c0c2853fd0ac47c9e231ae07defd9f4353fcc727fa418a24d05,https://www.snap.com/political-ads/asset/75c0aa921a8bf0cd0f9893091fada83bfd1e7a1efb6df1c5bb5c574e3d543d14?mediaType=mp4,EUR,1096,355898,2020/01/08 08:47:16Z,2020/01/25 22:59:59Z,Næringslivets Hovedorganisasjon,"Middelthuns gate 27,Oslo,0368,NO",,Næringslivets Hovedorganisasjon,,31+,norway,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.nho.no/arskonferansen-2020/tema/neste-trekk/
411c69b227d680c6823df0bbf2e2816502dc7e5db01ca4476228124da42d7da2,https://www.snap.com/political-ads/asset/4ed228ffec10a417d98e194b16f153efc6f213030d30137e159456858a47e757?mediaType=mov,USD,471,344099,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_FirstTime_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
680baef4c0dc2b8aca7679127a9d08caea6b28cffe05b327393a522ffa99a9d4,https://www.snap.com/political-ads/asset/d9b43c5b07853259267505a88edf9aed9b6252fb565d4c271238376a348050d4?mediaType=mp4,GBP,60,18260,2020/01/20 11:14:43Z,2020/01/28 23:59:59Z,Opticomm,"31 Old Nichol Street,London,,E2 7HR,GB",Greenpeace,Greenpeace UK,,,united kingdom,,,,,,,,,,,,,,,,,,,,web_view_url:https://secure.greenpeace.org.uk/page/s/turtle-journey-video?source=SC&subsource=OCMRGLPESC01GC&utm_source=snapchat&utm_medium=social&utm_campaign=turtle_journey_jan_2020&utm_content=journey_home_make_change_fp
62668816194bcb6bc2bd37209da26d6f6c0eac86bd023d2dc089b2462b03a6ac,https://www.snap.com/political-ads/asset/aff45627eeb9dba9025bb1a88724f9b95d09c25611e13f9b4aeabf51f06e247d?mediaType=mp4,USD,468,267392,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/policies/douglass-plan/?utm_source=snapchat&utm_medium=video&utm_campaign=generational_theft&utm_content=41s
7d83ce0eccf2e599697bbad6a92066312a34bf75117bcb0c0625ba7933965a11,https://www.snap.com/political-ads/asset/0f806a65173a1a54c51296adae58d192ddce434df3ea3e79ec75fbdd011df204?mediaType=mp4,USD,2079,892423,2020/01/08 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,18-24,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://pages.thetruth.com/ditch-juul-snap-ad?cid=social_asm_snapchat_ditchjuul_leadgen_snapads_animated_1824
16c8a1a21e809029fc079d54d64d6e6299870e67f22a92c725537b315e39a936,https://www.snap.com/political-ads/asset/c3b93f771c01170bc1c3652e698daba3d28920aa268fdb48f15f0da8830cd2a9?mediaType=mov,USD,42,36442,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Consent_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
36c4467354a338381f539b5d89b7d225112e57e954d0c257b0206be325b0d3fa,https://www.snap.com/political-ads/asset/d7efd21cef2717b35bdf8f0aeb864ef71a2f0746271abad4387dc139ff0558db?mediaType=mp4,EUR,29,47085,2020/01/18 00:00:01Z,2020/01/19 23:59:59Z,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",SpunOut,SpunOut.ie,,16-25,ireland,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/make-sure-youre-registered?utm_source=snapchat&utm_medium=social&utm_campaign=ge20
7689d392b2066804cba3a0cf2b13d20c360d731bf22b92471464433ef8b21dad,https://www.snap.com/political-ads/asset/cbd8f920d57864646e964459a5763e53b2f9269dd789a18237c421785b3ea2c6?mediaType=mp4,USD,617,402580,2020/01/02 21:38:24Z,,Marud Khan,US,,Albbiom Marketing LLC,MALE,20+,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v2/
1174c261669603e3a0a6f30d17a8bc94650ce3502ec2b12b659ee1674da9cf21,https://www.snap.com/political-ads/asset/425480056ebf64821d94839afef4c72785b68ff0616ed142d24728ad84c84336?mediaType=mp4,EUR,1,3159,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Carlow,Kilkenny,Tipperary,Waterford,Wexford",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
cdc9a15c6ec4759b6ff861626bcbe496190ea939904bff4edf3db31b24dc749b,https://www.snap.com/political-ads/asset/c873fb72a2b6b5a1bca88b013f3eac9af4c8af42ba05f146afd20d33f0fc444f?mediaType=mp4,EUR,0,868,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Donegal,Galway,Leitrim,Longford,Mayo,Roscommon,Sligo,Westmeath",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
5e0a926d837ed6d128cdf22b1c599945c2c85bf7408a3efdff7cb885dc8f0822,https://www.snap.com/political-ads/asset/b73c55bfeb6b05092752be155ef6769839620e73379682971abaec9dddd69b13?mediaType=mp4,USD,580,330353,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,"Collegiates,Green Living Enthusiasts,Political News Watchers,TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/issues/?utm_source=snapchat&utm_medium=video&utm_campaign=belonging&utm_content=68s
5df8ca02e7b94e1a1af4f515c8b620b4445a04c9e175dea50a67f968977d4e1d,https://www.snap.com/political-ads/asset/8d74d03e33290faf78d9d00dc790376078158f1004112bce50ed329d4bb829fd?mediaType=mp4,EUR,1,1599,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Donegal,Galway,Leitrim,Longford,Mayo,Roscommon,Sligo,Westmeath",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
8c145f905fd90c98f4b42717ed5430cbcd668fd43dc6702b306b2637c6ecdf87,https://www.snap.com/political-ads/asset/39a86eef9f8ef543d61e10fa7435d8e7eb0526b55a242b92afae76820cf3f690?mediaType=mp4,USD,679,328535,2020/01/08 15:00:00Z,2020/02/28 21:00:00Z,Blueprint Interactive,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",,Conservation Colorado,MALE,18+,united states,,,,,,,,,"80005,80007,80002,80004,80010,80019,80018,80017,80016,80014,80013,80012,80011,80221,80601,80603,80021,80020,80023,80121,80112,80015,80122,80128,80640,80212,80216,80219,80231,80235,80236,80237,80238,80239,80249,80123,80210,80116,80401,80111,80465,80127,80226,80227,80228,80232,80214,80215,80234,80403,80241,80233,80229,80260,80137,80031,80033",,,,,,Provided by Advertiser,,,,,web_view_url:https://conservationco.org/cory-gardners-vote-on-dirty-power-scam/
0db73a644572a27fe1c1dc446db13ae3a737c20ef7246234c2f0617eedf177db,https://www.snap.com/political-ads/asset/7f8f5ac02568115617c2352c5c797577e2fc37f1c983a4ea94f6128db835b8d0?mediaType=mov,USD,9782,6493167,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?&utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Penis_6s&utm_content=Traffic_Roo_13-17All&utm_campaign=PPRoo_Traffic5.13-6.7_Roo
43a679541066ec35fce34e2cea95614402fb3c306d29677434267a25607daa8d,https://www.snap.com/political-ads/asset/406d593e4e336d85bbc5e023ed7a6c1fe4ba70ef14a95ee1570731f19fe181f0?mediaType=mp4,USD,187,115028,2020/01/22 17:47:29Z,,Better US Now,US,,Better US Now,MALE,19+,united states,,,,,,,,,,,,,"Automotive Enthusiasts,Do-It-Yourselfers,Political News Watchers,Outdoor & Nature Enthusiasts,Automotive Shoppers,Motor Sports Fans",,Provided by Advertiser,,,,,web_view_url:https://www.betterus-now.com/freetrumpcoin.php
b2eda8a4cd78846455a15a0dd152ae2d0af60d2ad61ee0772b554d6056f2da03,https://www.snap.com/political-ads/asset/501b903f7967133ecc2efb817d62af084bbe52ea04da3e5fd6848df68f141f91?mediaType=jpg,USD,3,2363,2020/01/23 20:42:47Z,2020/01/30 20:42:47Z,Southern Environmental Law Center,US,,SELC,,,united states,Virginia,,,,,,,,,,,,"Outdoor & Nature Enthusiasts,Outdoor Sports Gear Shoppers,Nature & Outdoor Destinations,Beaches,Parks & Gardens,Outdoorsy Destinations",,Provided by Advertiser,,,,,web_view_url:https://www.southernenvironment.org/news-and-press/news-feed/cut-virginia-carbon/?utm_source=snap&utm_medium=ad&utm_campaign=VCRPhase2&p2asource=snap#action
